"Season","Name","Team","G","AB","H","X1B","X2B","X3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","PA","BB.Percent","K.Percent","BB.K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","XBR","wSB","wRC","wRAA","wOBA","wRC.","next_AVG"
2020,"Travis d'Arnaud","ATL",44,165,53,36,8,0,9,19,34,16,0,50,2,1,0,8,1,0,184,0.087,0.272,0.32,0.321,0.386,0.533,0.919,0.212,2,0.411,-0.7,-1.5,-0.1,0,34,11.2,0.392,144,0.22
2021,"Travis d'Arnaud","ATL",60,209,46,25,14,0,7,21,26,17,0,53,2,1,0,7,0,0,229,0.074,0.231,0.32,0.22,0.284,0.388,0.671,0.167,1.1,0.26,0,-0.9,0.1,-0.2,23,-4.5,0.291,79,0.268
2022,"Travis d'Arnaud","ATL",107,396,106,62,25,1,18,61,60,19,0,90,11,0,0,12,0,0,426,0.045,0.211,0.21,0.268,0.319,0.472,0.791,0.205,2.5,0.306,-1.8,-1.4,-1.7,-0.4,60,11.4,0.343,121,0.225
2023,"Travis d'Arnaud","ATL",74,267,60,36,13,0,11,31,39,21,0,67,3,1,0,6,0,0,292,0.072,0.229,0.31,0.225,0.288,0.397,0.685,0.172,1.3,0.258,-0.4,-0.2,-0.8,-0.5,30,-5.1,0.297,84,0.238
2020,"Trea Turner","WSN",59,233,78,47,15,4,12,46,41,22,0,36,2,2,0,5,12,4,259,0.085,0.139,0.61,0.335,0.394,0.588,0.982,0.253,7.3,0.353,2.8,-0.8,1.9,0.4,53,20.3,0.413,159,0.338
2021,"Trea Turner","LAD",52,207,70,43,17,0,10,41,28,15,2,33,2,2,0,5,11,2,226,0.066,0.146,0.45,0.338,0.385,0.565,0.95,0.227,5.5,0.361,2.1,-0.5,1.6,1.2,43,15.8,0.399,153,0.322
2021,"Trea Turner","WSN",96,388,125,87,17,3,18,66,49,26,0,77,4,2,0,13,21,3,420,0.062,0.183,0.34,0.322,0.369,0.521,0.89,0.198,6.5,0.363,1.2,-1.5,2.3,2.5,73,22.5,0.379,137,0.298
2022,"Trea Turner","LAD",160,652,194,130,39,4,21,101,100,45,1,131,3,6,0,9,27,3,708,0.064,0.185,0.34,0.298,0.343,0.466,0.809,0.169,6.4,0.342,1.7,1.3,3.1,3.5,103,22.4,0.35,128,0.266
2023,"Trea Turner","PHI",155,639,170,104,35,5,26,102,76,45,2,150,6,1,0,12,30,0,691,0.065,0.217,0.3,0.266,0.32,0.459,0.778,0.192,7.4,0.31,2.7,-0.2,4.6,4.8,93,8.5,0.333,107,0.295
2021,"Trevor Larnach","MIN",79,260,58,39,12,0,7,29,28,31,0,104,8,2,0,3,1,0,301,0.103,0.346,0.3,0.223,0.322,0.35,0.672,0.127,2.3,0.338,-2.3,1,-2.1,-0.1,33,-3.5,0.3,91,0.231
2022,"Trevor Larnach","MIN",51,160,37,19,13,0,5,22,18,18,1,57,0,2,0,1,0,0,180,0.1,0.317,0.32,0.231,0.306,0.406,0.712,0.175,1.6,0.32,0.2,0.5,0.6,-0.1,20,-0.1,0.309,101,0.213
2023,"Trevor Larnach","MIN",58,183,39,21,7,3,8,26,40,27,1,72,0,2,0,2,1,1,212,0.127,0.34,0.38,0.213,0.311,0.415,0.727,0.202,4.8,0.295,0.6,0.6,0.8,-0.6,25,-0.9,0.313,97,0.259
2020,"Trevor Story","COL",59,235,68,40,13,4,11,41,28,24,1,63,0,0,0,5,15,3,259,0.093,0.243,0.38,0.289,0.355,0.519,0.874,0.23,8,0.354,1.5,1,1.5,1.5,43,11,0.37,117,0.251
2021,"Trevor Story","COL",142,526,132,69,34,5,24,88,75,53,2,139,11,5,0,7,20,6,595,0.089,0.234,0.38,0.251,0.329,0.471,0.801,0.221,6.7,0.293,3.9,1.5,0.9,1,85,13,0.341,98,0.238
2022,"Trevor Story","BOS",94,357,85,47,22,0,16,53,66,32,4,122,3,4,0,9,13,0,396,0.081,0.308,0.26,0.238,0.303,0.434,0.737,0.196,5.4,0.309,0.7,-0.1,0.7,2.3,47,2,0.316,100,0.203
2023,"Trevor Story","BOS",43,158,32,20,9,0,3,12,14,9,0,55,1,0,0,2,10,3,168,0.054,0.327,0.16,0.203,0.25,0.316,0.566,0.114,4.9,0.29,-0.3,0.3,0.6,0.5,11,-9.7,0.249,49,0.255
2023,"Triston Casas","BOS",132,429,113,66,21,2,24,66,65,70,2,126,1,2,0,7,0,0,502,0.139,0.251,0.56,0.263,0.367,0.49,0.856,0.226,2.2,0.317,-2.3,1.2,-1.9,-1,82,20.4,0.367,131,0.241
2022,"Tucupita Marcano","PIT",49,160,33,23,6,2,2,18,13,10,0,44,1,1,5,1,2,1,177,0.056,0.249,0.23,0.206,0.256,0.306,0.562,0.1,5.7,0.27,0.7,0.4,0.4,-0.1,12,-8.5,0.249,55,0.233
2023,"Tyler Freeman","CLE",64,153,37,26,7,0,4,20,18,10,0,30,2,1,2,3,5,0,168,0.06,0.179,0.33,0.242,0.295,0.366,0.661,0.124,5.2,0.275,0.7,0.1,0.7,0.7,16,-4,0.29,83,0.209
2020,"Tyler Naquin","CLE",40,133,29,16,8,1,4,15,20,5,0,40,1,2,0,3,0,1,141,0.035,0.284,0.13,0.218,0.248,0.383,0.632,0.165,3.9,0.275,0.5,-0.1,0.4,-0.5,11,-6.2,0.268,66,0.27
2021,"Tyler Naquin","CIN",127,411,111,66,24,2,19,52,70,35,1,106,5,3,0,9,5,3,454,0.077,0.233,0.33,0.27,0.333,0.477,0.809,0.207,3.7,0.318,-0.3,0.1,1.3,-0.6,66,11.4,0.345,110,0.246
2022,"Tyler Naquin","CIN",56,187,46,25,12,2,7,29,33,13,2,53,3,0,1,1,3,2,204,0.064,0.26,0.25,0.246,0.305,0.444,0.749,0.198,5.8,0.307,0.9,0.9,1.4,-0.4,25,2,0.322,101,0.203
2022,"Tyler Nevin","BAL",58,157,31,25,4,0,2,17,16,20,0,46,4,3,0,4,0,0,184,0.109,0.25,0.43,0.197,0.299,0.261,0.56,0.064,1.4,0.259,-0.4,-0.6,-0.6,-0.2,14,-7.2,0.261,68,0.2
2023,"Tyler Nevin","DET",41,95,19,13,3,1,2,11,10,12,0,25,3,1,0,1,0,1,111,0.108,0.225,0.48,0.2,0.306,0.316,0.622,0.116,3.8,0.246,0.1,0.3,-0.4,-0.6,10,-3.3,0.282,76,0.204
2020,"Tyler O'Neill","STL",50,139,24,12,5,0,7,20,19,15,0,43,2,1,0,3,3,1,157,0.096,0.274,0.35,0.173,0.261,0.36,0.621,0.187,4.5,0.189,0.5,0.2,0.3,0.1,13,-6.4,0.271,70,0.286
2021,"Tyler O'Neill","STL",138,482,138,76,26,2,34,89,80,38,0,168,13,4,0,8,15,4,537,0.071,0.313,0.23,0.286,0.352,0.56,0.912,0.274,5.8,0.366,3.3,0.5,1.9,0.9,96,30.8,0.384,143,0.228
2022,"Tyler O'Neill","STL",96,334,76,50,11,1,14,56,58,38,0,103,4,7,0,9,14,4,383,0.099,0.269,0.37,0.228,0.308,0.392,0.7,0.165,5.9,0.277,1.5,-0.9,1.2,0.8,43,-0.7,0.307,99,0.231
2023,"Tyler O'Neill","STL",72,238,55,32,14,0,9,27,21,28,0,67,0,0,0,5,5,0,266,0.105,0.252,0.42,0.231,0.312,0.403,0.715,0.172,3.8,0.284,-1.1,-0.2,-0.8,0.5,31,-1.3,0.313,97,0.241
2023,"Tyler Soderstrom","OAK",45,125,20,16,1,0,3,9,7,11,0,43,1,1,0,6,0,0,138,0.08,0.312,0.26,0.16,0.232,0.24,0.472,0.08,0.9,0.213,-0.7,-1.2,-0.1,-0.2,5,-11.8,0.216,34,0.233
2021,"Tyler Stephenson","CIN",132,350,100,69,21,0,10,56,45,41,1,75,6,5,0,11,0,0,402,0.102,0.187,0.55,0.286,0.366,0.431,0.797,0.146,1.7,0.333,-1.2,-0.5,-1.6,-0.4,59,10.5,0.346,111,0.319
2022,"Tyler Stephenson","CIN",50,166,53,38,9,0,6,24,35,12,0,47,3,2,0,4,1,0,183,0.066,0.257,0.26,0.319,0.372,0.482,0.854,0.163,2.8,0.409,0.9,-0.3,0.2,0,30,8.8,0.37,134,0.243
2023,"Tyler Stephenson","CIN",142,465,113,78,20,2,13,59,56,47,2,135,4,1,0,16,0,1,517,0.091,0.261,0.35,0.243,0.317,0.378,0.696,0.135,2.7,0.314,-1.9,-2.4,-0.9,-1.4,57,-5.7,0.305,85,0.258
2020,"Tyler Wade","NYY",52,88,15,9,3,0,3,19,10,12,0,22,3,1,1,1,4,1,105,0.114,0.21,0.55,0.17,0.288,0.307,0.595,0.136,5.9,0.188,1.7,0.2,0.8,0.3,9,-4.3,0.271,69,0.268
2021,"Tyler Wade","NYY",103,127,34,28,5,1,0,31,5,16,1,37,1,0,0,3,17,6,145,0.11,0.255,0.43,0.268,0.354,0.323,0.677,0.055,8.1,0.378,2.4,-0.3,1.3,0.7,16,-1.2,0.304,94,0.218
2022,"Tyler Wade","LAA",67,147,32,26,5,0,1,22,8,10,0,33,1,0,5,3,8,5,163,0.061,0.202,0.3,0.218,0.272,0.272,0.544,0.054,5.6,0.274,0.1,0.3,0,-0.5,10,-8.2,0.247,55,0.217
2021,"Tyrone Taylor","MIL",93,243,60,36,9,3,12,33,43,20,1,59,7,1,0,6,6,1,271,0.074,0.218,0.34,0.247,0.321,0.457,0.778,0.21,6.2,0.277,0.3,-0.4,1.4,0.6,37,4.1,0.333,107,0.233
2022,"Tyrone Taylor","MIL",120,373,87,46,21,3,17,49,51,22,0,102,7,3,0,11,3,2,405,0.054,0.252,0.22,0.233,0.286,0.442,0.729,0.209,4.6,0.272,2.5,-0.8,2.1,-0.5,48,1.5,0.314,102,0.234
2023,"Tyrone Taylor","MIL",81,231,54,26,17,1,10,36,35,8,0,55,3,1,0,10,9,0,243,0.033,0.226,0.15,0.234,0.267,0.446,0.713,0.212,7.7,0.263,1.3,-1.4,2.3,1.5,26,-3.3,0.302,89,0.248
2020,"Victor Caratini","CHC",44,116,28,20,7,0,1,10,16,12,1,31,4,0,0,4,0,1,132,0.091,0.235,0.39,0.241,0.333,0.328,0.661,0.086,1.4,0.321,0.2,-0.7,0,-0.5,14,-2.5,0.297,84,0.227
2021,"Victor Caratini","SDP",116,313,71,55,9,0,7,33,39,35,8,82,4,4,0,13,2,0,356,0.098,0.23,0.43,0.227,0.309,0.323,0.632,0.096,2.6,0.281,-2.9,-2.1,-2.4,0.1,31,-12.1,0.273,74,0.199
2022,"Victor Caratini","MIL",96,272,54,33,12,0,9,26,34,31,1,67,9,1,1,11,0,0,314,0.099,0.213,0.46,0.199,0.3,0.342,0.642,0.143,0.9,0.228,-1.7,-1.2,-1.8,-0.3,31,-5.2,0.289,84,0.259
2023,"Victor Caratini","MIL",62,201,52,41,4,0,7,23,25,19,0,45,3,3,0,8,1,1,226,0.084,0.199,0.42,0.259,0.327,0.383,0.711,0.124,1.9,0.296,-1.3,-1.3,-1.9,-0.7,26,-1.1,0.312,95,0.269
2020,"Victor Reyes","DET",57,202,56,43,7,2,4,30,14,9,0,45,2,0,0,4,8,2,213,0.042,0.211,0.2,0.277,0.315,0.391,0.706,0.114,7,0.34,-0.2,-0.4,-0.4,0.6,24,-2.3,0.307,94,0.258
2021,"Victor Reyes","DET",76,209,54,35,10,4,5,26,22,8,0,55,0,1,2,2,5,1,220,0.036,0.25,0.15,0.258,0.284,0.416,0.701,0.158,7.1,0.327,1.2,0.1,1.1,0.4,24,-2.9,0.298,88,0.254
2020,"Victor Robles","WSN",52,168,37,28,5,1,3,20,15,9,0,53,9,2,1,0,4,1,189,0.048,0.28,0.17,0.22,0.293,0.315,0.608,0.095,5.8,0.298,0,1.1,0.6,0.2,16,-7.5,0.273,66,0.203
2021,"Victor Robles","WSN",107,315,64,40,21,1,2,37,19,33,3,85,16,1,4,7,8,6,369,0.089,0.23,0.39,0.203,0.31,0.295,0.605,0.092,4.7,0.271,-2.1,-0.1,-0.7,-1.2,32,-12.4,0.274,69,0.224
2022,"Victor Robles","WSN",132,366,82,64,10,2,6,42,33,17,0,104,9,4,11,3,15,4,407,0.042,0.256,0.16,0.224,0.273,0.311,0.584,0.087,6.1,0.292,1,0.8,1.2,1,30,-16,0.26,65,0.299
2023,"Victor Robles","WSN",36,107,32,26,5,1,0,15,8,11,0,18,4,0,4,3,8,1,126,0.087,0.143,0.61,0.299,0.385,0.364,0.75,0.065,6.9,0.36,1.2,0.4,0.4,0.9,17,2.1,0.338,112,0.328
2022,"Vidal Bruján","TBR",52,147,24,16,5,0,3,13,16,12,0,37,1,2,0,2,5,5,162,0.074,0.228,0.32,0.163,0.228,0.259,0.487,0.095,3.8,0.193,0.3,0,0.5,-1.1,7,-11.5,0.22,42,0.222
2022,"Vinnie Pasquantino","KCR",72,258,76,56,10,0,10,25,26,35,1,34,3,2,0,5,1,0,298,0.117,0.114,1.03,0.295,0.383,0.45,0.832,0.155,1.5,0.306,-2,0.1,-1.9,-0.2,47,13.1,0.365,136,0.247
2023,"Vinnie Pasquantino","KCR",61,231,57,31,17,0,9,24,26,25,2,31,2,1,0,7,0,0,260,0.096,0.119,0.81,0.247,0.324,0.437,0.762,0.19,0.8,0.25,-1.4,-0.9,-1.7,-0.4,34,1.8,0.327,104,0.262
2020,"Vladimir Guerrero Jr.","TOR",60,221,58,34,13,2,9,34,33,20,1,38,2,0,0,6,1,0,243,0.082,0.156,0.53,0.262,0.329,0.462,0.791,0.199,4.5,0.282,-0.4,-0.5,-0.4,0,34,3.7,0.338,110,0.311
2021,"Vladimir Guerrero Jr.","TOR",161,604,188,110,29,1,48,123,111,86,7,110,6,2,0,20,4,1,698,0.123,0.158,0.78,0.311,0.401,0.601,1.002,0.29,3.1,0.313,-0.1,-1.7,-1.1,-0.3,145,60.4,0.419,166,0.274
2022,"Vladimir Guerrero Jr.","TOR",160,638,175,108,35,0,32,90,97,58,6,116,6,4,0,26,8,3,706,0.082,0.164,0.5,0.274,0.339,0.48,0.818,0.205,3.1,0.289,-3,-2.7,-0.7,-0.3,104,23.4,0.351,132,0.264
2023,"Vladimir Guerrero Jr.","TOR",156,602,159,103,30,0,26,78,94,67,5,100,9,4,0,23,5,3,682,0.098,0.147,0.67,0.264,0.345,0.444,0.788,0.179,2.4,0.277,-4,-1.5,-2.6,-1.6,95,12.1,0.34,117,0.323
2020,"Wil Myers","SDP",55,198,57,26,14,2,15,34,40,18,0,56,2,0,0,0,2,1,218,0.083,0.257,0.32,0.288,0.353,0.606,0.959,0.318,4.8,0.331,0.9,0.7,1.6,-0.2,42,14.7,0.4,155,0.256
2021,"Wil Myers","SDP",146,442,113,70,24,2,17,56,63,54,2,141,0,4,0,9,8,5,500,0.108,0.282,0.38,0.256,0.334,0.434,0.768,0.179,3.9,0.333,1.1,0.3,1.2,-0.9,67,6.6,0.33,111,0.261
2022,"Wil Myers","SDP",77,261,68,46,15,0,7,29,41,21,1,86,1,3,0,7,2,1,286,0.073,0.301,0.24,0.261,0.315,0.398,0.713,0.138,2.5,0.357,1.7,-0.2,1,-0.3,33,0.2,0.311,103,0.189
2023,"Will Benson","CIN",108,287,79,45,15,8,11,51,31,40,0,103,1,1,0,3,19,3,329,0.122,0.313,0.39,0.275,0.365,0.498,0.863,0.223,8,0.391,-1.3,1.3,-0.1,1.9,54,13.9,0.369,128,0.187
2023,"Will Brennan","CLE",138,432,115,86,24,0,5,41,41,16,2,57,5,2,0,4,13,5,455,0.035,0.125,0.28,0.266,0.299,0.356,0.655,0.09,3.9,0.296,0.1,1.3,-0.9,-0.3,43,-12.6,0.285,80,0.264
2021,"William Contreras","ATL",52,163,35,22,4,1,8,19,23,19,1,54,2,1,0,3,0,0,185,0.103,0.292,0.35,0.215,0.303,0.399,0.701,0.184,2.3,0.265,-0.7,0,-0.6,-0.1,21,-1.7,0.303,87,0.278
2022,"William Contreras","ATL",97,334,93,58,14,1,20,51,45,39,1,104,1,2,0,5,2,0,376,0.104,0.277,0.38,0.278,0.354,0.506,0.86,0.228,3.4,0.344,-3,0.4,-4.8,0,61,18.1,0.37,139,0.289
2023,"William Contreras","MIL",141,540,156,100,38,1,17,86,78,63,2,126,5,2,1,23,6,1,611,0.103,0.206,0.5,0.289,0.367,0.457,0.825,0.169,4,0.348,0,-2.9,-1.1,-0.5,94,19.7,0.357,126,0.281
2020,"Willie Calhoun","TEX",29,100,19,15,2,1,1,3,13,5,0,17,1,2,0,1,0,0,108,0.046,0.157,0.29,0.19,0.231,0.26,0.491,0.07,1.6,0.214,-0.1,0.3,0.1,-0.1,4,-9.3,0.217,31,0.25
2021,"Willie Calhoun","TEX",75,260,65,46,10,3,6,26,25,21,0,34,2,1,0,6,0,2,284,0.074,0.12,0.62,0.25,0.31,0.381,0.691,0.131,3.3,0.267,-2.8,-0.1,-2.2,-1.1,31,-3.1,0.301,90,0.239
2023,"Willie Calhoun","NYY",44,134,32,20,7,0,5,16,16,14,1,20,0,1,0,2,0,0,149,0.094,0.134,0.7,0.239,0.309,0.403,0.712,0.164,1.2,0.245,0.1,0,-0.1,-0.3,17,-1.4,0.307,95,0.245
2020,"Willson Contreras","CHC",57,189,46,29,10,0,7,37,26,20,1,57,14,2,0,6,1,2,225,0.089,0.253,0.35,0.243,0.356,0.407,0.763,0.164,3.4,0.307,1.3,-1.2,0.9,-0.9,31,3.1,0.336,110,0.237
2021,"Willson Contreras","CHC",128,413,98,57,20,0,21,61,57,52,1,138,14,4,0,11,5,4,483,0.108,0.286,0.38,0.237,0.34,0.438,0.778,0.201,2.9,0.298,-1.7,-0.9,-0.7,-1.1,68,9,0.337,111,0.243
2022,"Willson Contreras","CHC",113,416,101,54,23,2,22,65,55,45,0,103,24,2,0,14,4,2,487,0.092,0.211,0.44,0.243,0.349,0.466,0.815,0.224,4.2,0.27,-1.1,-1.2,-0.7,-0.5,74,18.2,0.357,134,0.264
2023,"Willson Contreras","STL",125,428,113,66,27,0,20,55,67,51,0,111,13,2,1,12,6,3,495,0.103,0.224,0.46,0.264,0.358,0.467,0.826,0.203,2.8,0.311,-2.4,-0.9,-0.5,-1.1,77,16.3,0.358,127,0.262
2020,"Wilson Ramos","NYM",45,142,34,23,6,0,5,13,15,10,0,31,2,1,0,5,0,0,155,0.065,0.2,0.32,0.239,0.297,0.387,0.684,0.148,0.8,0.271,-1.7,-0.4,-0.8,-0.1,16,-2.9,0.297,90,0.2
2021,"Yadiel Hernandez","WSN",112,264,72,54,8,1,9,33,32,22,1,59,1,2,0,11,3,0,289,0.076,0.204,0.37,0.273,0.329,0.413,0.742,0.14,4.1,0.318,-0.6,-1.4,-0.4,0.3,36,1.4,0.32,99,0.269
2020,"Yadier Molina","STL",42,145,38,32,2,0,4,12,16,6,0,21,3,1,1,7,0,0,156,0.038,0.135,0.29,0.262,0.303,0.359,0.662,0.097,0.8,0.281,-2.4,-0.8,-1.5,-0.1,16,-3.9,0.29,83,0.252
2021,"Yadier Molina","STL",121,440,111,81,19,0,11,45,66,24,1,79,5,3,0,16,3,0,473,0.051,0.167,0.3,0.252,0.297,0.37,0.667,0.118,2.8,0.283,-2.8,-2.7,-1.8,0.2,48,-9.7,0.29,81,0.214
2023,"Yainer Diaz","HOU",104,355,100,55,22,0,23,51,60,11,0,74,5,6,0,12,0,0,377,0.029,0.196,0.15,0.282,0.308,0.538,0.846,0.256,1.5,0.292,-2.7,-1.1,-1.1,-0.5,57,11,0.354,127,0.299
2020,"Yan Gomes","WSN",30,109,31,20,6,1,4,14,13,6,0,22,1,3,0,1,1,0,119,0.05,0.185,0.27,0.284,0.319,0.468,0.787,0.183,4.8,0.314,-0.4,0.4,-0.7,0.1,16,1.2,0.332,105,0.271
2021,"Yan Gomes","WSN",63,218,59,38,11,1,9,30,35,13,3,47,4,0,0,12,0,0,235,0.055,0.2,0.28,0.271,0.323,0.454,0.778,0.183,2.6,0.309,0.2,-1.6,-0.1,-0.2,31,3,0.33,105,0.221
2021,"Yan Gomes","OAK",40,131,29,20,4,0,5,19,17,6,0,31,2,1,0,3,0,0,140,0.043,0.221,0.19,0.221,0.264,0.366,0.631,0.145,2.4,0.25,0.9,-0.1,0.8,-0.1,12,-4.8,0.273,75,0.235
2022,"Yan Gomes","CHC",86,277,65,45,12,0,8,23,31,8,0,47,3,4,1,15,2,0,293,0.027,0.16,0.17,0.235,0.26,0.365,0.625,0.13,2.7,0.252,-0.3,-1.9,-0.4,0.2,25,-9,0.271,75,0.267
2021,"Yordan Alvarez","HOU",144,537,149,80,35,1,33,92,104,50,3,145,8,3,0,16,1,0,598,0.084,0.242,0.34,0.277,0.346,0.531,0.877,0.253,2.9,0.32,2.1,-1.3,-0.2,-0.3,100,27.2,0.369,137,0.306
2022,"Yordan Alvarez","HOU",135,470,144,76,29,2,37,95,97,78,9,106,6,7,0,12,1,1,561,0.139,0.189,0.74,0.306,0.406,0.613,1.019,0.306,3,0.32,0.7,-0.5,-1.1,-0.8,116,52.1,0.427,185,0.293
2023,"Yordan Alvarez","HOU",114,410,120,64,24,1,31,77,97,69,5,92,13,4,0,7,0,0,496,0.139,0.185,0.75,0.293,0.407,0.583,0.99,0.29,1.8,0.306,-2.7,1.2,-3.4,-1.1,100,40,0.415,170,0.308
2020,"Yoán Moncada","CHW",52,200,45,28,8,3,6,28,24,28,0,72,1,2,0,1,0,0,231,0.121,0.312,0.39,0.225,0.32,0.385,0.705,0.16,4.1,0.315,2,1.2,1.5,-0.2,27,-2,0.309,94,0.263
2021,"Yoán Moncada","CHW",144,520,137,89,33,1,14,74,61,84,1,157,10,2,0,6,3,2,616,0.136,0.255,0.54,0.263,0.375,0.412,0.787,0.148,2.8,0.35,0.3,0.9,-0.2,-0.9,91,16.7,0.347,120,0.212
2022,"Yoán Moncada","CHW",104,397,84,53,18,1,12,41,51,32,2,114,2,1,1,5,2,0,433,0.074,0.263,0.28,0.212,0.273,0.353,0.626,0.141,3.1,0.265,0.3,1,0,0,37,-12.1,0.275,76,0.26
2020,"Yuli Gurriel","HOU",57,211,49,30,12,1,6,27,22,12,0,27,2,5,0,6,0,1,230,0.052,0.117,0.44,0.232,0.274,0.384,0.658,0.152,3.1,0.235,0.7,0.2,-0.6,-0.6,21,-7.5,0.281,76,0.319
2021,"Yuli Gurriel","HOU",143,530,169,123,31,0,15,83,81,59,2,68,4,12,0,16,1,1,605,0.098,0.112,0.87,0.319,0.383,0.462,0.846,0.143,2,0.336,0.5,-1.3,-0.5,-0.8,98,24.4,0.363,133,0.242
2022,"Yuli Gurriel","HOU",146,545,132,84,40,0,8,53,53,30,0,73,6,3,0,13,8,0,584,0.051,0.125,0.41,0.242,0.288,0.36,0.647,0.117,3.8,0.266,-0.5,-1.4,0.3,1.1,55,-11.6,0.285,85,0.245
2023,"Zach Neto","LAA",84,289,65,39,17,0,9,38,34,20,0,77,16,3,1,5,5,1,329,0.061,0.234,0.26,0.225,0.308,0.377,0.685,0.152,4.3,0.272,-0.4,0,0,0,36,-4.4,0.302,89,0.249
2023,"Zack Gelof","OAK",69,270,72,37,20,1,14,40,32,26,1,82,3,1,0,5,14,2,300,0.087,0.273,0.32,0.267,0.337,0.504,0.84,0.237,5.8,0.331,2.1,-0.3,0.8,1.5,46,9.6,0.357,132,0.211
